studytime,score
4.370861069626263,72.28954068932217
9.556428757689245,96.2871070361169
7.587945476302646,88.39853126419074
6.387926357773329,72.00178721586218
2.4041677639819286,60.92247938072208
2.403950683025824,63.80531627268785
1.5227525095137953,65.00323277127656
8.795585311974417,91.38657546850385
6.41003510568888,78.00770751397846
7.372653200164409,84.35448078289937
1.185260448662222,60.50331283182148
9.72918866945795,100.28969889558817
8.491983767203795,89.81111781718377
2.9110519961044856,67.12159714608921
2.636424704863906,63.66751127105973
2.650640588680904,68.09642789606896
3.7381801866358395,65.18063546379243
5.72280788469014,76.97572869046186
4.887505167779041,72.4769850732344
3.6210622617823773,60.787736568251304
6.506676052501415,84.01398164782997
2.2554447458683766,62.58250009024133
3.629301836816963,68.17207646729713
4.297256589643226,70.3133472813404
5.104629857953324,68.44629557951455
8.066583652537123,88.22969164885882
2.7970640394252375,62.27174761449234
5.628109945722504,74.12916338250442
6.331731119758382,80.85222704046187
1.4180537144799796,59.11052285647259
6.467903667112945,91.77044784161737
2.5347171131856236,63.54647463008732
1.5854643368675156,59.2150736379514
9.539969835279999,97.32761959756915
9.690688297671034,88.85958541185997
8.275576133048151,91.24531128799467
3.741523922560336,69.0087706625068
1.8790490260574548,71.7114556927137
7.158097238609412,84.82868136914145
4.961372443656412,76.31459892995012
2.0983441136030097,60.31816171948883
5.456592191001432,71.4395707669095
1.3094966900369656,62.26159752275993
9.18388361870904,99.67908325697907
3.3290198344001523,70.60025890721599
6.962700559185838,80.2665655219555
3.8053996848046987,76.04096997870398
5.680612190600297,71.39380563904008
5.920392514089517,82.53624803944894
2.6636900997297435,74.2707286276986
9.726261649881026,93.67862662375168
7.976195410250031,87.0494884032363
9.455490474077703,97.77570919582672
9.053446153848839,92.7498524986632
6.381099809299767,74.15218189116817
9.296868115208051,96.82715545007039
1.7964325184672756,53.670644023705854
2.763845761772307,66.18719096203745
1.4070456001948426,52.4381068298052
3.927972976869379,77.38953690943458
4.498095607205338,68.5742115743455
3.442141285965063,65.60039884879693
8.458637582367365,96.36077399868518
4.210779940242304,64.89957811904175
3.5284105871864266,68.77935260895278
5.884264748424236,85.95703751353332
2.2683180247728636,53.30417395105818
8.219772826786357,92.02203342659331
1.6709557931179373,59.654192936831805
9.881982429404655,103.31902650590983
7.9502029236699165,83.56626106395917
2.7884411338075514,57.33992260361638
1.0496990541124216,57.8582030986466
8.339152856093508,93.18068764663346
7.361716094628554,88.06104472487215
7.561064512368886,89.53756360932931
7.941433120173512,86.30704199297512
1.6664018656068134,59.493277813839086
4.226191556898454,72.59632015098568
2.0428215357261674,56.642350588499
8.767930832880342,103.16852672012548
6.609683141448022,85.41758031179904
3.9780822236738427,63.933893632355975
1.5720251525742128,61.14289380604021
3.79884089544096,64.1207961260682
3.9266498982407234,73.56867250991587
7.566455605042576,93.6252559202499
6.738017242196918,79.58667461922603
8.98491468318694,99.74145406215631
5.249934326457543,78.3135762669702
2.0763482134447155,64.49204186719604
7.419203085006955,96.57998033830452
7.847065437552077,88.00838660774603
6.051494778125466,76.48879306883988
7.938704619591049,85.24595094982763
5.444160367279517,73.1417504115704
5.704595464437946,78.13746877511922
4.847869165226946,75.94510570021794
1.2287721406968566,57.527314700134376
1.97102284293974,63.99103045987882
